# runID roadset server  magnet_polarity
8912	57	seaquel.physics.illinois.edu	1
8914	57	seaquel.physics.illinois.edu	1
8915	57	seaquel.physics.illinois.edu	1
8916	57	seaquel.physics.illinois.edu	1
8917	57	seaquel.physics.illinois.edu	1
8918	57	seaquel.physics.illinois.edu	1
8919	57	seaquel.physics.illinois.edu	1
8920	57	seaquel.physics.illinois.edu	1
8921	57	seaquel.physics.illinois.edu	1
8922	57	seaquel.physics.illinois.edu	1
8924	57	seaquel.physics.illinois.edu	1
8925	57	seaquel.physics.illinois.edu	1
8926	57	seaquel.physics.illinois.edu	1
8927	57	seaquel.physics.illinois.edu	1
8928	57	seaquel.physics.illinois.edu	1
8929	57	seaquel.physics.illinois.edu	1
8930	57	seaquel.physics.illinois.edu	1
8932	57	seaquel.physics.illinois.edu	1
8933	57	seaquel.physics.illinois.edu	1
8934	57	seaquel.physics.illinois.edu	1
8935	57	seaquel.physics.illinois.edu	1
8936	57	seaquel.physics.illinois.edu	1
8937	57	seaquel.physics.illinois.edu	1
8938	57	seaquel.physics.illinois.edu	1
8939	57	seaquel.physics.illinois.edu	1
8940	57	seaquel.physics.illinois.edu	1
8941	57	seaquel.physics.illinois.edu	1
8942	57	seaquel.physics.illinois.edu	1
8943	57	seaquel.physics.illinois.edu	1
8944	57	seaquel.physics.illinois.edu	1
8945	57	seaquel.physics.illinois.edu	1
8946	57	seaquel.physics.illinois.edu	1
8947	57	seaquel.physics.illinois.edu	1
8948	57	seaquel.physics.illinois.edu	1
8949	57	seaquel.physics.illinois.edu	1
8950	57	seaquel.physics.illinois.edu	1
8951	57	seaquel.physics.illinois.edu	1
8952	57	seaquel.physics.illinois.edu	1
8953	57	seaquel.physics.illinois.edu	1
8954	57	seaquel.physics.illinois.edu	1
8955	57	seaquel.physics.illinois.edu	1
8958	57	seaquel.physics.illinois.edu	1
8959	57	seaquel.physics.illinois.edu	1
8960	57	seaquel.physics.illinois.edu	1
8961	57	seaquel.physics.illinois.edu	1
8962	57	seaquel.physics.illinois.edu	1
8963	57	seaquel.physics.illinois.edu	1
