#runID	nEvts	server
010601	157330	e906-db2.fnal.gov
010602	153743	e906-db2.fnal.gov
010603	150517	e906-db2.fnal.gov
010604	156236	e906-db2.fnal.gov
010605	164428	e906-db2.fnal.gov
010606	131181	e906-db2.fnal.gov
010607	152732	e906-db2.fnal.gov
010608	155447	e906-db2.fnal.gov
010609	149796	e906-db2.fnal.gov
010610	161781	e906-db2.fnal.gov
010611	155394	e906-db2.fnal.gov
010612	150287	e906-db2.fnal.gov
010613	130282	e906-db2.fnal.gov
010614	4286	e906-db2.fnal.gov
010615	10875	e906-db2.fnal.gov
010616	172364	e906-db2.fnal.gov
010617	153736	e906-db2.fnal.gov
010618	41328	e906-db2.fnal.gov
010619	150467	e906-db2.fnal.gov
010620	150413	e906-db2.fnal.gov
010621	153654	e906-db2.fnal.gov
010622	158472	e906-db2.fnal.gov
010623	154949	e906-db2.fnal.gov
010624	156794	e906-db2.fnal.gov
010625	157794	e906-db2.fnal.gov
010626	156742	e906-db2.fnal.gov
010627	159180	e906-db2.fnal.gov
010628	158273	e906-db2.fnal.gov
010629	158617	e906-db2.fnal.gov
010630	154278	e906-db2.fnal.gov
010631	156954	e906-db2.fnal.gov
010632	153962	e906-db2.fnal.gov
010633	168946	e906-db2.fnal.gov
010634	151578	e906-db2.fnal.gov
010635	155672	e906-db2.fnal.gov
010636	151475	e906-db2.fnal.gov
010637	73539	e906-db2.fnal.gov
010638	2377	e906-db2.fnal.gov
010639	150801	e906-db2.fnal.gov
010640	154841	e906-db2.fnal.gov
010641	153689	e906-db2.fnal.gov
010642	149998	e906-db2.fnal.gov
010643	152040	e906-db2.fnal.gov
010644	156241	e906-db2.fnal.gov
010645	157027	e906-db2.fnal.gov
010646	156792	e906-db2.fnal.gov
010647	157140	e906-db2.fnal.gov
010648	151444	e906-db2.fnal.gov
010649	156144	e906-db2.fnal.gov
010650	154587	e906-db2.fnal.gov
010651	152843	e906-db2.fnal.gov
010652	145207	e906-db2.fnal.gov
010653	153258	e906-db2.fnal.gov
010655	155562	e906-db2.fnal.gov
010656	167978	e906-db2.fnal.gov
010657	144950	e906-db2.fnal.gov
010658	50056	e906-db2.fnal.gov
010659	9529	e906-db2.fnal.gov
010660	8931	e906-db2.fnal.gov
010661	9506	e906-db2.fnal.gov
010662	9519	e906-db2.fnal.gov
010663	139233	e906-db2.fnal.gov
010664	61907	e906-db2.fnal.gov
010666	77440	e906-db2.fnal.gov
010667	158227	e906-db2.fnal.gov
010668	42576	e906-db2.fnal.gov
010669	22331	e906-db2.fnal.gov
010670	145581	e906-db2.fnal.gov
010671	146539	e906-db2.fnal.gov
010672	143959	e906-db2.fnal.gov
010673	154523	e906-db2.fnal.gov
010674	152586	e906-db2.fnal.gov
010675	46398	e906-db2.fnal.gov
010676	146309	e906-db2.fnal.gov
010677	145624	e906-db2.fnal.gov
010678	148735	e906-db2.fnal.gov
010679	64808	e906-db2.fnal.gov
010680	142056	e906-db2.fnal.gov
010681	147709	e906-db2.fnal.gov
010682	138140	e906-db2.fnal.gov
010683	145245	e906-db2.fnal.gov
010684	142839	e906-db2.fnal.gov
010685	144778	e906-db2.fnal.gov
010686	145182	e906-db2.fnal.gov
010687	143501	e906-db2.fnal.gov
010689	145021	e906-db2.fnal.gov
010690	96703	e906-db2.fnal.gov
010691	50105	e906-db2.fnal.gov
010692	145543	e906-db2.fnal.gov
010693	143420	e906-db2.fnal.gov
010694	141259	e906-db2.fnal.gov
010695	140865	e906-db2.fnal.gov
010696	141322	e906-db2.fnal.gov
010697	145051	e906-db2.fnal.gov
010698	145109	e906-db2.fnal.gov
010699	145542	e906-db2.fnal.gov
010700	141889	e906-db2.fnal.gov
010701	144534	e906-db2.fnal.gov
010702	146962	e906-db2.fnal.gov
010703	59153	e906-db2.fnal.gov
010704	33324	e906-db2.fnal.gov
010705	138871	e906-db2.fnal.gov
010706	143393	e906-db2.fnal.gov
010707	50702	e906-db2.fnal.gov
010708	8594	e906-db2.fnal.gov
010711	28951	e906-db2.fnal.gov
010712	142288	e906-db2.fnal.gov
010713	144545	e906-db2.fnal.gov
010714	138889	e906-db2.fnal.gov
010715	141016	e906-db2.fnal.gov
010716	140508	e906-db2.fnal.gov
010717	104665	e906-db2.fnal.gov
010718	4895	e906-db2.fnal.gov
010719	146156	e906-db2.fnal.gov
010720	143570	e906-db2.fnal.gov
010721	140706	e906-db2.fnal.gov
010722	14332	e906-db2.fnal.gov
010723	54182	e906-db2.fnal.gov
010724	139749	e906-db2.fnal.gov
010725	137724	e906-db2.fnal.gov
010726	99403	e906-db2.fnal.gov
010727	94502	e906-db2.fnal.gov
010728	30524	e906-db2.fnal.gov
010729	148710	e906-db2.fnal.gov
010730	49738	e906-db2.fnal.gov
010731	152052	e906-db2.fnal.gov
010732	146462	e906-db2.fnal.gov
010733	74969	e906-db2.fnal.gov
010734	137305	e906-db2.fnal.gov
010735	140813	e906-db2.fnal.gov
010736	138432	e906-db2.fnal.gov
010737	153491	e906-db2.fnal.gov
010738	148146	e906-db2.fnal.gov
010739	149979	e906-db2.fnal.gov
010740	142790	e906-db2.fnal.gov
010741	119702	e906-db2.fnal.gov
010742	159461	e906-db2.fnal.gov
010743	148165	e906-db2.fnal.gov
010744	143693	e906-db2.fnal.gov
010745	146847	e906-db2.fnal.gov
010746	148069	e906-db2.fnal.gov
010747	146383	e906-db2.fnal.gov
010748	147396	e906-db2.fnal.gov
010749	145828	e906-db2.fnal.gov
010750	144480	e906-db2.fnal.gov
010751	146099	e906-db2.fnal.gov
010752	139015	e906-db2.fnal.gov
010753	145791	e906-db2.fnal.gov
010754	146549	e906-db2.fnal.gov
010755	145977	e906-db2.fnal.gov
010756	145130	e906-db2.fnal.gov
010757	143512	e906-db2.fnal.gov
010758	146216	e906-db2.fnal.gov
010759	42515	e906-db2.fnal.gov
010760	139513	e906-db2.fnal.gov
010761	143283	e906-db2.fnal.gov
010762	143892	e906-db2.fnal.gov
010763	143840	e906-db2.fnal.gov
010764	145117	e906-db2.fnal.gov
010765	147421	e906-db2.fnal.gov
010766	146748	e906-db2.fnal.gov
010767	147239	e906-db2.fnal.gov
010768	6952	e906-db2.fnal.gov
010769	137395	e906-db2.fnal.gov
010770	139688	e906-db2.fnal.gov
010771	148556	e906-db2.fnal.gov
010772	147980	e906-db2.fnal.gov
010773	113915	e906-db2.fnal.gov
010774	136889	e906-db2.fnal.gov
010775	139161	e906-db2.fnal.gov
010776	144894	e906-db2.fnal.gov
010777	138677	e906-db2.fnal.gov
010778	141285	e906-db2.fnal.gov
010779	190793	e906-db2.fnal.gov
010780	151352	e906-db2.fnal.gov
010781	142139	e906-db2.fnal.gov
010782	145023	e906-db2.fnal.gov
010783	144558	e906-db2.fnal.gov
010784	146681	e906-db2.fnal.gov
010785	197648	e906-db2.fnal.gov
010786	148224	e906-db2.fnal.gov
010787	155115	e906-db2.fnal.gov
010788	111345	e906-db2.fnal.gov
010789	151515	e906-db2.fnal.gov
010790	151139	e906-db2.fnal.gov
010791	151994	e906-db2.fnal.gov
010792	36021	e906-db2.fnal.gov
010793	152211	e906-db2.fnal.gov
010794	150931	e906-db2.fnal.gov
010796	2874	e906-db2.fnal.gov
010797	334940	e906-db2.fnal.gov
010798	221517	e906-db2.fnal.gov
010799	250268	e906-db2.fnal.gov
010800	108484	e906-db2.fnal.gov
010801	175233	e906-db2.fnal.gov
010802	321345	e906-db2.fnal.gov
010803	305569	e906-db2.fnal.gov
010805	21225	e906-db2.fnal.gov
010806	146860	e906-db2.fnal.gov
010807	154083	e906-db2.fnal.gov
010808	148755	e906-db2.fnal.gov
010809	160419	e906-db2.fnal.gov
010810	149848	e906-db2.fnal.gov
010811	150640	e906-db2.fnal.gov
010812	153853	e906-db2.fnal.gov
010813	150406	e906-db2.fnal.gov
010814	155157	e906-db2.fnal.gov
010815	154541	e906-db2.fnal.gov
010816	103605	e906-db2.fnal.gov
010817	151534	e906-db2.fnal.gov
010818	152362	e906-db2.fnal.gov
010819	153132	e906-db2.fnal.gov
010820	156282	e906-db2.fnal.gov
010821	152469	e906-db2.fnal.gov
010822	100900	e906-db2.fnal.gov
010823	30673	e906-db2.fnal.gov
010825	1810120	e906-db2.fnal.gov
010826	773338	e906-db2.fnal.gov
010833	5123	e906-db2.fnal.gov
010834	173865	e906-db2.fnal.gov
010835	51137	e906-db2.fnal.gov
010836	28941	e906-db2.fnal.gov
010837	6852	e906-db2.fnal.gov
010838	30631	e906-db2.fnal.gov
010839	151346	e906-db2.fnal.gov
010840	155871	e906-db2.fnal.gov
010841	151631	e906-db2.fnal.gov
010842	145643	e906-db2.fnal.gov
010843	149796	e906-db2.fnal.gov
010844	146040	e906-db2.fnal.gov
010845	146556	e906-db2.fnal.gov
010846	151824	e906-db2.fnal.gov
010847	155269	e906-db2.fnal.gov
010848	50261	e906-db2.fnal.gov
010849	146653	e906-db2.fnal.gov
010850	153470	e906-db2.fnal.gov
010851	154000	e906-db2.fnal.gov
010852	150930	e906-db2.fnal.gov
010853	100152	e906-db2.fnal.gov
010854	156240	e906-db2.fnal.gov
010855	155165	e906-db2.fnal.gov
010856	155189	e906-db2.fnal.gov
010857	157265	e906-db2.fnal.gov
010858	118984	e906-db2.fnal.gov
010859	142283	e906-db2.fnal.gov
010860	144903	e906-db2.fnal.gov
010861	146805	e906-db2.fnal.gov
010862	142877	e906-db2.fnal.gov
010863	147293	e906-db2.fnal.gov
010864	143701	e906-db2.fnal.gov
010865	147297	e906-db2.fnal.gov
010866	151804	e906-db2.fnal.gov
010867	152607	e906-db2.fnal.gov
010868	148313	e906-db2.fnal.gov
010869	146650	e906-db2.fnal.gov
010870	149588	e906-db2.fnal.gov
010871	74974	e906-db2.fnal.gov
010872	147129	e906-db2.fnal.gov
010873	154378	e906-db2.fnal.gov
010874	146886	e906-db2.fnal.gov
010875	151391	e906-db2.fnal.gov
010876	149338	e906-db2.fnal.gov
010877	143921	e906-db2.fnal.gov
010878	151936	e906-db2.fnal.gov
010879	152889	e906-db2.fnal.gov
010880	147338	e906-db2.fnal.gov
010881	147213	e906-db2.fnal.gov
010882	151300	e906-db2.fnal.gov
010883	146771	e906-db2.fnal.gov
010884	97617	e906-db2.fnal.gov
010885	149264	e906-db2.fnal.gov
010886	148286	e906-db2.fnal.gov
010887	71668	e906-db2.fnal.gov
010888	257526	e906-db2.fnal.gov
010889	23612	e906-db2.fnal.gov
010890	152922	e906-db2.fnal.gov
010891	151359	e906-db2.fnal.gov
010893	152153	e906-db2.fnal.gov
010894	155897	e906-db2.fnal.gov
010895	148546	e906-db2.fnal.gov
010896	154198	e906-db2.fnal.gov
010897	107427	e906-db2.fnal.gov
010898	152241	e906-db2.fnal.gov
010899	153743	e906-db2.fnal.gov
010900	152340	e906-db2.fnal.gov
010901	153859	e906-db2.fnal.gov
010902	144295	e906-db2.fnal.gov
010903	146280	e906-db2.fnal.gov
010904	148692	e906-db2.fnal.gov
010905	151878	e906-db2.fnal.gov
010906	151328	e906-db2.fnal.gov
010907	152426	e906-db2.fnal.gov
010908	154459	e906-db2.fnal.gov
010909	149008	e906-db2.fnal.gov
010910	92863	e906-db2.fnal.gov
010912	291125	e906-db2.fnal.gov
010914	151923	e906-db2.fnal.gov
010915	146526	e906-db2.fnal.gov
010916	160191	e906-db2.fnal.gov
010917	9473	e906-db2.fnal.gov
010918	6949	e906-db2.fnal.gov
010919	149454	e906-db2.fnal.gov
010920	147390	e906-db2.fnal.gov
010921	17027	e906-db2.fnal.gov
010922	148255	e906-db2.fnal.gov
010923	147209	e906-db2.fnal.gov
010924	156077	e906-db2.fnal.gov
010925	142061	e906-db2.fnal.gov
010926	149306	e906-db2.fnal.gov
010927	152158	e906-db2.fnal.gov
010928	149345	e906-db2.fnal.gov
010929	90687	e906-db2.fnal.gov
010930	216302	e906-db2.fnal.gov
010931	290888	e906-db2.fnal.gov
010932	141429	e906-db2.fnal.gov
010933	149173	e906-db2.fnal.gov
010934	148377	e906-db2.fnal.gov
010935	153343	e906-db2.fnal.gov
010936	143552	e906-db2.fnal.gov
010937	152022	e906-db2.fnal.gov
010938	151977	e906-db2.fnal.gov
010939	158796	e906-db2.fnal.gov
010940	148143	e906-db2.fnal.gov
010941	148812	e906-db2.fnal.gov
010943	154781	e906-db2.fnal.gov
010944	157079	e906-db2.fnal.gov
010945	148302	e906-db2.fnal.gov
010946	152710	e906-db2.fnal.gov
010947	155488	e906-db2.fnal.gov
010948	153643	e906-db2.fnal.gov
010949	137368	e906-db2.fnal.gov
010950	153879	e906-db2.fnal.gov
010951	154548	e906-db2.fnal.gov
010952	154219	e906-db2.fnal.gov
010953	147220	e906-db2.fnal.gov
010954	154670	e906-db2.fnal.gov
010955	145963	e906-db2.fnal.gov
010956	158093	e906-db2.fnal.gov
010957	146045	e906-db2.fnal.gov
010958	138702	e906-db2.fnal.gov
010959	155864	e906-db2.fnal.gov
010960	151408	e906-db2.fnal.gov
010961	158228	e906-db2.fnal.gov
010962	160715	e906-db2.fnal.gov
010963	157536	e906-db2.fnal.gov
010964	153581	e906-db2.fnal.gov
010965	62938	e906-db2.fnal.gov
010966	153010	e906-db2.fnal.gov
010967	157608	e906-db2.fnal.gov
010968	145458	e906-db2.fnal.gov
010969	136191	e906-db2.fnal.gov
010970	159050	e906-db2.fnal.gov
010971	156444	e906-db2.fnal.gov
010972	163064	e906-db2.fnal.gov
010973	157880	e906-db2.fnal.gov
010974	148664	e906-db2.fnal.gov
010975	156080	e906-db2.fnal.gov
010976	184787	e906-db2.fnal.gov
010977	143536	e906-db2.fnal.gov
010978	31381	e906-db2.fnal.gov
010979	144288	e906-db2.fnal.gov
010980	145538	e906-db2.fnal.gov
010981	142327	e906-db2.fnal.gov
010982	147003	e906-db2.fnal.gov
010983	151904	e906-db2.fnal.gov
010984	149569	e906-db2.fnal.gov
010985	151507	e906-db2.fnal.gov
010986	148339	e906-db2.fnal.gov
010987	149261	e906-db2.fnal.gov
010988	155047	e906-db2.fnal.gov
010989	146484	e906-db2.fnal.gov
010990	150683	e906-db2.fnal.gov
010991	149811	e906-db2.fnal.gov
010992	142885	e906-db2.fnal.gov
010993	148937	e906-db2.fnal.gov
010994	147885	e906-db2.fnal.gov
010995	150700	e906-db2.fnal.gov
010996	152510	e906-db2.fnal.gov
010997	10260	e906-db2.fnal.gov
010998	167973	e906-db2.fnal.gov
010999	149896	e906-db2.fnal.gov
011000	154332	e906-db2.fnal.gov
011001	142768	e906-db2.fnal.gov
011002	158100	e906-db2.fnal.gov
011003	153349	e906-db2.fnal.gov
011004	158469	e906-db2.fnal.gov
011005	154936	e906-db2.fnal.gov
011006	153250	e906-db2.fnal.gov
011007	180615	e906-db2.fnal.gov
011008	216621	e906-db2.fnal.gov
011009	29633	e906-db2.fnal.gov
011011	183238	e906-db2.fnal.gov
011012	28846	e906-db2.fnal.gov
011013	183050	e906-db2.fnal.gov
011014	182723	e906-db2.fnal.gov
011015	196050	e906-db2.fnal.gov
011016	183488	e906-db2.fnal.gov
011017	186790	e906-db2.fnal.gov
011018	192508	e906-db2.fnal.gov
011019	185811	e906-db2.fnal.gov
011020	177737	e906-db2.fnal.gov
011021	187261	e906-db2.fnal.gov
011022	177889	e906-db2.fnal.gov
011023	171774	e906-db2.fnal.gov
011024	72622	e906-db2.fnal.gov
011025	143313	e906-db2.fnal.gov
011026	79115	e906-db2.fnal.gov
011027	183862	e906-db2.fnal.gov
011028	165454	e906-db2.fnal.gov
011075	1499	e906-db3.fnal.gov
011076	17985	e906-db3.fnal.gov
011078	928	e906-db3.fnal.gov
011079	101881	e906-db3.fnal.gov
011080	80784	e906-db3.fnal.gov
011081	27423	e906-db3.fnal.gov
011082	30417	e906-db3.fnal.gov
011083	22831	e906-db3.fnal.gov
011092	101455	e906-db3.fnal.gov
011093	110938	e906-db3.fnal.gov
011094	101145	e906-db3.fnal.gov
011095	157851	e906-db3.fnal.gov
011096	56374	e906-db3.fnal.gov
011097	143164	e906-db3.fnal.gov
011098	37073	e906-db3.fnal.gov
011099	9043	e906-db3.fnal.gov
011100	31529	e906-db3.fnal.gov
011101	14246	e906-db3.fnal.gov
011102	3894	e906-db3.fnal.gov
011103	15757	e906-db3.fnal.gov
011104	11826	e906-db3.fnal.gov
011105	12975	e906-db3.fnal.gov
011106	11001	e906-db3.fnal.gov
011107	20209	e906-db3.fnal.gov
011108	25024	e906-db3.fnal.gov
011109	83436	e906-db3.fnal.gov
011111	82356	e906-db3.fnal.gov
011112	137211	e906-db3.fnal.gov
011113	9229	e906-db3.fnal.gov
011114	103913	e906-db3.fnal.gov
011115	65256	e906-db3.fnal.gov
011116	66237	e906-db3.fnal.gov
011117	59963	e906-db3.fnal.gov
011118	60469	e906-db3.fnal.gov
011119	113530	e906-db3.fnal.gov
011120	72075	e906-db3.fnal.gov
011121	77755	e906-db3.fnal.gov
011122	67481	e906-db3.fnal.gov
011123	93978	e906-db3.fnal.gov
011124	38475	e906-db3.fnal.gov
011125	25790	e906-db3.fnal.gov
011126	980	e906-db3.fnal.gov
011127	15721	e906-db3.fnal.gov
011129	22927	e906-db3.fnal.gov
011130	9079	e906-db3.fnal.gov
011143	187255	e906-db3.fnal.gov
011144	40034	e906-db3.fnal.gov
011145	16543	e906-db3.fnal.gov
011146	11140	e906-db3.fnal.gov
011147	71277	e906-db3.fnal.gov
011148	6292	e906-db3.fnal.gov
011150	77048	e906-db3.fnal.gov
011151	18060	e906-db3.fnal.gov
011152	14469	e906-db3.fnal.gov
011153	12637	e906-db3.fnal.gov
011154	44205	e906-db3.fnal.gov
011155	48642	e906-db3.fnal.gov
011156	33632	e906-db3.fnal.gov
011157	18080	e906-db3.fnal.gov
011158	28182	e906-db3.fnal.gov
011160	35853	e906-db3.fnal.gov
011161	9032	e906-db3.fnal.gov
011162	15341	e906-db3.fnal.gov
011164	47124	e906-db3.fnal.gov
011165	45677	e906-db3.fnal.gov
011166	56795	e906-db3.fnal.gov
011167	128291	e906-db3.fnal.gov
011168	48591	e906-db3.fnal.gov
011169	48264	e906-db3.fnal.gov
011170	29799	e906-db3.fnal.gov
011173	254172	e906-db3.fnal.gov
011174	278566	e906-db3.fnal.gov
011175	255412	e906-db3.fnal.gov
011176	114526	e906-db3.fnal.gov
011177	257408	e906-db3.fnal.gov
011178	248918	e906-db3.fnal.gov
011179	328398	e906-db3.fnal.gov
011181	18690	e906-db3.fnal.gov
011182	40399	e906-db3.fnal.gov
011183	13156	e906-db3.fnal.gov
011184	8179	e906-db3.fnal.gov
011185	74673	e906-db3.fnal.gov
011186	6858	e906-db3.fnal.gov
011187	7946	e906-db3.fnal.gov
011188	119390	e906-db3.fnal.gov
011190	136572	e906-db3.fnal.gov
011191	39503	e906-db3.fnal.gov
011192	43201	e906-db3.fnal.gov
011193	43721	e906-db3.fnal.gov
011194	43153	e906-db3.fnal.gov
011195	48535	e906-db3.fnal.gov
011196	38991	e906-db3.fnal.gov
011197	44677	e906-db3.fnal.gov
011198	116677	e906-db3.fnal.gov
011199	117506	e906-db3.fnal.gov
011200	2896	e906-db3.fnal.gov
011201	8075	e906-db3.fnal.gov
011202	2517	e906-db3.fnal.gov
011203	17296	e906-db3.fnal.gov
011204	1413	e906-db3.fnal.gov
011205	20995	e906-db3.fnal.gov
011206	15771	e906-db3.fnal.gov
011208	111397	e906-db3.fnal.gov
011209	79982	e906-db3.fnal.gov
011210	2528	e906-db3.fnal.gov
011211	11527	e906-db3.fnal.gov
011212	1763	e906-db3.fnal.gov
011213	65292	e906-db3.fnal.gov
011216	2612	e906-db3.fnal.gov
011217	16803	e906-db3.fnal.gov
011218	35695	e906-db3.fnal.gov
011219	42090	e906-db3.fnal.gov
011220	50708	e906-db3.fnal.gov
011221	4420	e906-db3.fnal.gov
011224	61954	e906-db3.fnal.gov
011225	310362	e906-db3.fnal.gov
011226	160932	e906-db3.fnal.gov
011227	122968	e906-db3.fnal.gov
011228	31628	e906-db3.fnal.gov
011229	71959	e906-db3.fnal.gov
011230	251431	e906-db3.fnal.gov
011231	2323	e906-db3.fnal.gov
011232	113861	e906-db3.fnal.gov
011233	51583	e906-db3.fnal.gov
011234	3901	e906-db3.fnal.gov
011236	378462	e906-db3.fnal.gov
011237	29551	e906-db3.fnal.gov
011238	43401	e906-db3.fnal.gov
011239	22207	e906-db3.fnal.gov
011240	24758	e906-db3.fnal.gov
011241	24779	e906-db3.fnal.gov
011242	28215	e906-db3.fnal.gov
011243	28168	e906-db3.fnal.gov
011244	50817	e906-db3.fnal.gov
011246	10989	e906-db3.fnal.gov
011247	236260	e906-db3.fnal.gov
011248	95226	e906-db3.fnal.gov
011249	114039	e906-db3.fnal.gov
011250	90592	e906-db3.fnal.gov
011251	85458	e906-db3.fnal.gov
011252	101258	e906-db3.fnal.gov
011253	77321	e906-db3.fnal.gov
011254	1594	e906-db3.fnal.gov
011255	101005	e906-db3.fnal.gov
011256	125511	e906-db3.fnal.gov
011257	116963	e906-db3.fnal.gov
011258	14213	e906-db3.fnal.gov
011259	199025	e906-db3.fnal.gov
011260	3427	e906-db3.fnal.gov
011261	3341	e906-db3.fnal.gov
011262	4851	e906-db3.fnal.gov
011263	8383	e906-db3.fnal.gov
011264	2201	e906-db3.fnal.gov
011265	23151	e906-db3.fnal.gov
011266	31777	e906-db3.fnal.gov
011267	69263	e906-db3.fnal.gov
011268	52123	e906-db3.fnal.gov
011269	39853	e906-db3.fnal.gov
011270	105365	e906-db3.fnal.gov
011271	43842	e906-db3.fnal.gov
011272	11716	e906-db3.fnal.gov
011273	63044	e906-db3.fnal.gov
011274	107799	e906-db3.fnal.gov
011275	132122	e906-db3.fnal.gov
011276	76291	e906-db3.fnal.gov
011277	673568	e906-db3.fnal.gov
011278	42206	e906-db3.fnal.gov
011279	224408	e906-db3.fnal.gov
011280	26737	e906-db3.fnal.gov
011281	132426	e906-db3.fnal.gov
011282	128450	e906-db3.fnal.gov
011283	129881	e906-db3.fnal.gov
011284	3451	e906-db3.fnal.gov
011285	129956	e906-db3.fnal.gov
011286	128734	e906-db3.fnal.gov
011287	128098	e906-db3.fnal.gov
011288	129180	e906-db3.fnal.gov
011289	58189	e906-db3.fnal.gov
011290	130805	e906-db3.fnal.gov
011291	127723	e906-db3.fnal.gov
011292	125828	e906-db3.fnal.gov
011293	125188	e906-db3.fnal.gov
011294	125750	e906-db3.fnal.gov
011295	106477	e906-db3.fnal.gov
011296	128986	e906-db3.fnal.gov
011297	128359	e906-db3.fnal.gov
011298	129863	e906-db3.fnal.gov
011299	75924	e906-db3.fnal.gov
011300	1549	e906-db3.fnal.gov
011301	122608	e906-db3.fnal.gov
011302	3181	e906-db3.fnal.gov
011303	122763	e906-db3.fnal.gov
011304	124250	e906-db3.fnal.gov
011306	12603	e906-db3.fnal.gov
011307	16488	e906-db3.fnal.gov
011308	103193	e906-db3.fnal.gov
011309	74295	e906-db3.fnal.gov
011310	24272	e906-db3.fnal.gov
011311	46872	e906-db3.fnal.gov
011312	56465	e906-db3.fnal.gov
011313	5250	e906-db3.fnal.gov
011314	19612	e906-db3.fnal.gov
011315	125049	e906-db3.fnal.gov
011316	18858	e906-db3.fnal.gov
011318	43675	e906-db3.fnal.gov
011319	6168	e906-db3.fnal.gov
011320	168296	e906-db3.fnal.gov
011321	167331	e906-db3.fnal.gov
011322	37130	e906-db3.fnal.gov
011323	168055	e906-db3.fnal.gov
011324	108192	e906-db3.fnal.gov
011325	96917	e906-db3.fnal.gov
011326	28056	e906-db3.fnal.gov
011327	160812	e906-db3.fnal.gov
011328	81143	e906-db3.fnal.gov
011329	127337	e906-db3.fnal.gov
011331	76045	e906-db3.fnal.gov
011332	4139	e906-db3.fnal.gov
011333	49813	e906-db3.fnal.gov
011334	11594	e906-db3.fnal.gov
011335	165475	e906-db3.fnal.gov
011336	166548	e906-db3.fnal.gov
011337	169300	e906-db3.fnal.gov
011339	169556	e906-db3.fnal.gov
011340	168194	e906-db3.fnal.gov
011341	3533	e906-db3.fnal.gov
011342	164686	e906-db3.fnal.gov
011343	162277	e906-db3.fnal.gov
011344	135262	e906-db3.fnal.gov
011345	139259	e906-db3.fnal.gov
011346	16017	e906-db3.fnal.gov
011347	90677	e906-db3.fnal.gov
011348	169556	e906-db3.fnal.gov
011349	98405	e906-db3.fnal.gov
011350	194701	e906-db3.fnal.gov
011352	96402	e906-db3.fnal.gov
011353	90705	e906-db3.fnal.gov
011354	87780	e906-db3.fnal.gov
011356	----------	
011357	87890	e906-db3.fnal.gov
011358	93578	e906-db3.fnal.gov
011359	106083	e906-db3.fnal.gov
011360	92752	e906-db3.fnal.gov
011361	108469	e906-db3.fnal.gov
011362	96154	e906-db3.fnal.gov
011363	27094	e906-db3.fnal.gov
011364	24196	e906-db3.fnal.gov
011365	93514	e906-db3.fnal.gov
011366	114272	e906-db3.fnal.gov
011367	98856	e906-db3.fnal.gov
011368	105504	e906-db3.fnal.gov
011369	121844	e906-db3.fnal.gov
011370	86708	e906-db3.fnal.gov
011371	97401	e906-db3.fnal.gov
011372	17458	e906-db3.fnal.gov
011373	65663	e906-db3.fnal.gov
011374	83263	e906-db3.fnal.gov
011375	106506	e906-db3.fnal.gov
011377	105794	e906-db3.fnal.gov
011378	18747	e906-db3.fnal.gov
011379	19406	e906-db3.fnal.gov
011380	89870	e906-db3.fnal.gov
011381	107144	e906-db3.fnal.gov
011382	98074	e906-db3.fnal.gov
011383	84912	e906-db3.fnal.gov
011384	99266	e906-db3.fnal.gov
011385	83634	e906-db3.fnal.gov
011386	85797	e906-db3.fnal.gov
011387	106038	e906-db3.fnal.gov
011388	88718	e906-db3.fnal.gov
011389	85180	e906-db3.fnal.gov
011390	103990	e906-db3.fnal.gov
011391	71256	e906-db3.fnal.gov
011392	18034	e906-db3.fnal.gov
011393	73813	e906-db3.fnal.gov
011394	100471	e906-db3.fnal.gov
011395	88246	e906-db3.fnal.gov
011396	2984	e906-db3.fnal.gov
011398	76554	e906-db3.fnal.gov
011399	104906	e906-db3.fnal.gov
011400	88865	e906-db3.fnal.gov
011401	89224	e906-db3.fnal.gov
011402	58882	e906-db3.fnal.gov
011403	105612	e906-db3.fnal.gov
011404	89648	e906-db3.fnal.gov
011405	87572	e906-db3.fnal.gov
011406	91819	e906-db3.fnal.gov
011407	19196	e906-db3.fnal.gov
011408	19075	e906-db3.fnal.gov
011409	87162	e906-db3.fnal.gov
011410	100019	e906-db3.fnal.gov
011411	99029	e906-db3.fnal.gov
011412	72082	e906-db3.fnal.gov
011413	104368	e906-db3.fnal.gov
011414	97240	e906-db3.fnal.gov
011415	93942	e906-db3.fnal.gov
011416	108372	e906-db3.fnal.gov
011417	96659	e906-db3.fnal.gov
011418	92935	e906-db3.fnal.gov
011419	121730	e906-db3.fnal.gov
011420	23175	e906-db3.fnal.gov
011421	19664	e906-db3.fnal.gov
011422	80089	e906-db3.fnal.gov
011424	270162	e906-db3.fnal.gov
011425	318297	e906-db3.fnal.gov
011426	136134	e906-db3.fnal.gov
011428	176592	e906-db3.fnal.gov
011429	94230	e906-db3.fnal.gov
011430	89744	e906-db3.fnal.gov
011431	113332	e906-db3.fnal.gov
011432	92425	e906-db3.fnal.gov
011433	88866	e906-db3.fnal.gov
011435	112236	e906-db3.fnal.gov
011436	104349	e906-db3.fnal.gov
011437	55783	e906-db3.fnal.gov
011438	52283	e906-db3.fnal.gov
011439	133959	e906-db3.fnal.gov
011440	38678	e906-db3.fnal.gov
011441	6562	e906-db3.fnal.gov
011442	30866	e906-db3.fnal.gov
011443	105202	e906-db3.fnal.gov
011444	130927	e906-db3.fnal.gov
011445	121883	e906-db3.fnal.gov
011446	92657	e906-db3.fnal.gov
011447	122371	e906-db3.fnal.gov
011448	107807	e906-db3.fnal.gov
011449	98238	e906-db3.fnal.gov
